datetime,open,high,low,close,volume
2015-05-03,3626.1,3626.1,3616.1,3616.6,50.0
2015-05-04,3616.6,3657.4,3583.9,3633.0,8606.0
2015-05-05,3633.6,3670.4,3538.0,3547.9,12781.0
2015-05-06,3547.3,3587.1,3526.0,3535.4,15185.0
2015-05-07,3532.9,3567.7,3481.4,3551.6,13589.0
2015-05-08,3538.2,3656.2,3538.2,3602.2,11009.0
2015-05-10,3632.7,3632.7,3632.7,3632.7,3.0
2015-05-11,3631.8,3640.0,3596.4,3622.2,9597.0
2015-05-12,3595.9,3620.2,3541.2,3576.5,14044.0
2015-05-13,3577.6,3614.8,3535.6,3544.5,11754.0
2015-05-14,3539.1,3612.1,3506.9,3598.8,9944.0
2015-05-15,3595.6,3627.8,3552.9,3575.8,10650.0
2015-05-17,3573.6,3573.6,3569.6,3570.6,41.0
2015-05-18,3569.6,3598.9,3527.9,3573.5,10111.0
2015-05-19,3589.6,3677.5,3589.1,3659.3,10352.0
2015-05-20,3653.1,3689.4,3649.6,3663.0,8643.0
2015-05-21,3670.5,3697.8,3657.6,3692.3,8261.0
2015-05-22,3683.1,3691.9,3667.5,3679.5,6660.0
2015-05-25,3653.6,3653.6,3653.1,3653.1,29.0
2015-05-26,3651.6,3677.0,3603.0,3623.5,10634.0
2015-05-27,3620.1,3691.5,3617.4,3683.7,9347.0
2015-05-28,3672.1,3673.6,3670.0,3670.0,8751.0
2015-05-29,3656.6,3663.4,3560.4,3585.7,11021.0
2015-05-31,3570.7,3577.2,3567.2,3569.2,92.0
2015-06-01,3568.7,3603.8,3551.5,3585.3,10992.0
2015-06-02,3585.2,3598.4,3530.0,3578.4,13277.0
2015-06-03,3553.2,3623.1,3552.5,3577.5,12133.0
2015-06-04,3571.7,3596.4,3506.5,3516.5,15523.0
2015-06-05,3534.2,3538.3,3492.3,3509.7,13919.0
2015-06-07,3503.7,3506.7,3502.7,3505.2,59.0
2015-06-08,3504.7,3517.4,3438.0,3481.3,12071.0
2015-06-09,3447.7,3476.4,3407.0,3440.4,13086.0
2015-06-10,3436.7,3542.4,3428.0,3523.2,11373.0
2015-06-11,3517.2,3591.0,3511.0,3549.1,11871.0
2015-06-12,3540.2,3557.2,3464.2,3495.2,13380.0
2015-06-14,3499.7,3499.7,3480.2,3487.2,140.0
2015-06-15,3486.7,3490.7,3424.5,3439.8,11944.0
2015-06-16,3437.2,3467.0,3384.7,3414.7,13194.0
2015-06-17,3455.1,3470.7,3397.1,3409.2,12368.0
2015-06-18,3405.4,3539.5,3404.2,3404.2,15432.0
2015-06-19,3459.9,3500.4,3441.9,3451.8,13828.0
2015-06-21,3442.4,3468.4,3442.4,3465.9,98.0
2015-06-22,3465.4,3608.5,3464.9,3586.6,15439.0
2015-06-23,3595.7,3655.5,3586.7,3631.7,10691.0
2015-06-24,3635.2,3642.5,3576.8,3591.3,15202.0
2015-06-25,3591.2,3654.5,3570.0,3611.8,15600.0
2015-06-26,3592.7,3645.6,3566.4,3623.4,12654.0
2015-06-28,3530.5,3530.5,3479.7,3484.7,128.0
2015-06-29,3484.2,3530.6,3405.0,3432.1,20377.0
2015-06-30,3436.3,3496.0,3408.9,3439.1,22017.0
2015-07-01,3442.8,3536.0,3436.4,3490.0,16770.0
2015-07-02,3482.6,3510.9,3450.9,3462.5,10809.0
2015-07-03,3461.3,3472.6,3420.1,3436.2,8050.0
2015-07-05,3355.6,3397.4,3308.3,3317.8,421.0
2015-07-06,3318.3,3411.4,3317.8,3343.1,18280.0
2015-07-07,3357.3,3380.1,3287.1,3362.1,17037.0
2015-07-08,3343.8,3352.3,3282.4,3319.1,18457.0
2015-07-09,3312.8,3479.8,3288.8,3412.0,15734.0
2015-07-10,3460.8,3561.9,3453.8,3547.8,16398.0
2015-07-12,3510.0,3520.2,3493.1,3500.2,394.0
2015-07-13,3500.7,3607.5,3493.5,3586.7,15731.0
2015-07-14,3590.2,3619.5,3570.7,3574.7,8628.0
2015-07-15,3608.2,3659.5,3595.6,3605.6,8591.0
2015-07-16,3651.5,3696.9,3641.8,3677.8,8574.0
2015-07-17,3675.0,3694.8,3660.9,3669.8,7244.0
2015-07-19,3673.5,3673.5,3664.5,3665.5,51.0
2015-07-20,3666.0,3714.8,3665.5,3692.2,5289.0
2015-07-21,3683.5,3696.8,3634.0,3645.7,6237.0
2015-07-22,3635.0,3649.7,3616.0,3638.7,6944.0
2015-07-23,3645.2,3667.0,3607.4,3611.4,7001.0
2015-07-24,3614.6,3653.9,3574.6,3640.4,7890.0
2015-07-26,3585.6,3585.6,3576.6,3578.6,129.0
2015-07-27,3579.1,3589.9,3502.8,3506.8,11303.0
2015-07-28,3513.1,3570.9,3508.1,3567.8,9171.0
2015-07-29,3564.0,3598.9,3543.8,3574.6,9284.0
2015-07-30,3585.6,3602.9,3584.9,3584.9,9150.0
2015-07-31,3586.6,3606.9,3555.9,3584.9,9644.0
2015-08-02,3597.5,3599.5,3597.5,3599.0,31.0
2015-08-03,3598.5,3642.8,3586.4,3637.3,10329.0
2015-08-04,3622.0,3632.8,3601.4,3620.4,8712.0
2015-08-05,3614.5,3684.8,3614.0,3665.1,8537.0
2015-08-06,3651.0,3688.3,3648.0,3675.5,7886.0
2015-08-07,3658.0,3669.8,3632.8,3634.8,8942.0
2015-08-09,3640.0,3643.0,3638.0,3641.5,198.0
2015-08-10,3642.0,3679.8,3621.9,3673.5,7438.0
2015-08-11,3674.0,3674.5,3596.5,3611.0,11136.0
