datetime,open,high,low,close,volume
2017-05-01 00:00:00,1270.14,1270.25,1260.87,1263.43,26686.0
2017-05-01 04:00:00,1263.42,1263.67,1261.66,1262.52,11918.0
2017-05-01 08:00:00,1262.53,1264.03,1262.37,1263.73,10495.0
2017-05-01 12:00:00,1263.75,1268.43,1257.67,1259.91,72309.0
2017-05-01 16:00:00,1259.86,1260.05,1254.07,1256.95,65443.0
2017-05-01 20:00:00,1256.94,1257.4,1255.33,1256.53,11488.0
2017-05-02 00:00:00,1256.53,1257.6,1256.02,1256.91,24690.0
2017-05-02 04:00:00,1256.9,1257.15,1253.58,1254.96,34459.0
2017-05-02 08:00:00,1254.85,1255.99,1254.14,1254.7,27374.0
2017-05-02 12:00:00,1254.67,1255.9,1251.79,1255.3,83513.0
2017-05-02 16:00:00,1255.31,1256.9,1254.69,1256.58,39001.0
2017-05-02 20:00:00,1256.58,1256.89,1255.33,1256.35,8957.0
2017-05-03 00:00:00,1256.41,1256.83,1255.63,1256.16,11464.0
2017-05-03 04:00:00,1256.16,1256.26,1252.86,1253.69,23747.0
2017-05-03 08:00:00,1253.54,1254.55,1252.06,1253.74,23131.0
2017-05-03 12:00:00,1253.76,1255.16,1244.98,1248.55,116308.0
2017-05-03 16:00:00,1248.56,1253.39,1238.91,1239.47,78943.0
2017-05-03 20:00:00,1239.47,1239.95,1235.72,1238.11,17269.0
2017-05-04 00:00:00,1238.12,1241.1,1238.04,1239.97,20380.0
2017-05-04 04:00:00,1239.98,1240.18,1232.85,1236.02,43459.0
2017-05-04 08:00:00,1235.9,1236.28,1232.33,1234.24,34419.0
2017-05-04 12:00:00,1234.23,1234.67,1224.88,1227.53,117413.0
2017-05-04 16:00:00,1227.52,1232.1,1225.9,1227.62,68715.0
2017-05-04 20:00:00,1227.6,1228.92,1227.12,1228.28,11504.0
2017-05-05 00:00:00,1228.3,1228.73,1226.63,1228.55,21204.0
2017-05-05 04:00:00,1228.56,1234.81,1228.18,1233.48,54555.0
2017-05-05 08:00:00,1233.47,1235.43,1231.59,1231.84,37332.0
2017-05-05 12:00:00,1231.85,1233.98,1226.26,1228.4,132243.0
