datetime,open,high,low,close,volume
2015-05-01,2087.9,2108.9,2087.7,2108.2,12222.0
2015-05-03,2107.7,2108.9,2106.2,2106.7,132.0
2015-05-04,2106.4,2121.6,2104.4,2115.6,18459.0
2015-05-05,2115.3,2118.1,2088.1,2092.6,11873.0
2015-05-06,2092.4,2099.5,2066.6,2078.1,34545.0
2015-05-07,2078.4,2093.5,2062.1,2090.3,34500.0
2015-05-08,2090.0,2118.5,2089.3,2113.5,12114.0
2015-05-10,2111.7,2112.2,2111.7,2112.2,4.0
2015-05-11,2113.1,2118.1,2100.4,2101.5,6509.0
2015-05-12,2101.3,2105.5,2083.8,2102.4,11712.0
2015-05-13,2102.6,2110.4,2096.1,2100.5,9046.0
2015-05-14,2100.2,2122.3,2096.2,2121.0,6189.0
2015-05-15,2120.8,2126.8,2116.8,2124.3,12747.0
2015-05-17,2123.0,2124.2,2121.2,2121.9,97.0
2015-05-18,2121.7,2132.7,2116.2,2130.3,5712.0
2015-05-19,2130.0,2137.5,2125.0,2127.3,5640.0
2015-05-20,2127.1,2135.6,2118.3,2120.5,7284.0
2015-05-21,2120.8,2135.0,2119.5,2130.8,4633.0
2015-05-22,2131.0,2134.0,2125.8,2127.8,10636.0
2015-05-24,2126.8,2129.3,2126.8,2128.0,92.0
2015-05-25,2127.8,2130.0,2120.8,2125.5,706.0
2015-05-26,2125.3,2127.5,2099.3,2106.5,14283.0
2015-05-27,2106.7,2127.2,2104.2,2122.9,6027.0
2015-05-28,2122.7,2125.1,2113.1,2124.1,6903.0
2015-05-29,2124.3,2125.1,2104.3,2109.8,20080.0
2015-05-31,2107.2,2111.9,2107.2,2109.4,187.0
2015-06-01,2109.6,2119.9,2102.6,2113.0,8781.0
2015-06-02,2113.3,2118.0,2096.0,2109.9,10924.0
2015-06-03,2109.6,2122.4,2108.4,2117.1,9403.0
2015-06-04,2116.9,2117.1,2093.1,2100.2,12711.0
2015-06-05,2099.9,2104.2,2085.2,2093.4,12100.0
2015-06-07,2092.2,2094.7,2091.7,2093.2,116.0
2015-06-08,2093.4,2094.9,2077.9,2081.8,9529.0
2015-06-09,2081.6,2086.1,2069.3,2083.0,10123.0
2015-06-10,2083.2,2109.1,2081.2,2105.0,8131.0
2015-06-11,2104.7,2115.5,2104.2,2108.1,7512.0
2015-06-12,2107.9,2109.4,2091.1,2094.1,8781.0
2015-06-14,2092.7,2092.7,2081.2,2085.9,404.0
2015-06-15,2085.7,2090.4,2071.7,2082.7,10484.0
2015-06-16,2082.9,2099.4,2070.9,2098.7,8539.0
2015-06-17,2098.9,2107.7,2087.3,2098.0,11494.0
2015-06-18,2097.7,2128.0,2090.7,2122.0,10051.0
2015-06-19,2122.2,2126.5,2105.5,2109.2,6485.0
2015-06-21,2105.3,2117.2,2105.3,2115.7,374.0
