datetime,open,high,low,close,volume
2017-05-01 00:00:00,20927.0,20966.0,20927.0,20962.0,1201.0
2017-05-01 04:00:00,20961.0,20974.0,20954.0,20963.0,817.0
2017-05-01 08:00:00,20964.0,20978.0,20961.0,20970.0,726.0
2017-05-01 12:00:00,20971.0,20990.0,20913.0,20949.0,3214.0
2017-05-01 16:00:00,20951.0,20977.0,20896.0,20924.0,3663.0
2017-05-01 20:00:00,20923.0,20944.0,20921.0,20935.0,983.0
2017-05-02 00:00:00,20934.0,20954.0,20927.0,20933.0,1212.0
2017-05-02 04:00:00,20932.0,20940.0,20918.0,20936.0,1506.0
2017-05-02 08:00:00,20935.0,20937.0,20914.0,20926.0,1144.0
2017-05-02 12:00:00,20927.0,20960.0,20903.0,20938.0,3802.0
2017-05-02 16:00:00,20939.0,20956.0,20920.0,20947.0,2634.0
2017-05-02 20:00:00,20944.0,20944.0,20903.0,20928.0,1012.0
2017-05-03 00:00:00,20927.0,20932.0,20907.0,20911.0,786.0
2017-05-03 04:00:00,20915.0,20920.0,20898.0,20909.0,877.0
2017-05-03 08:00:00,20908.0,20924.0,20901.0,20917.0,1038.0
2017-05-03 12:00:00,20918.0,20937.0,20870.0,20934.0,4038.0
2017-05-03 16:00:00,20932.0,20971.0,20897.0,20950.0,4112.0
2017-05-03 20:00:00,20951.0,20974.0,20924.0,20965.0,1095.0
2017-05-04 00:00:00,20964.0,20979.0,20963.0,20977.0,1065.0
2017-05-04 04:00:00,20976.0,20980.0,20957.0,20966.0,1354.0
2017-05-04 08:00:00,20965.0,21011.0,20965.0,21001.0,1268.0
2017-05-04 12:00:00,21003.0,21003.0,20907.0,20918.0,10259.0
2017-05-04 16:00:00,20919.0,20946.0,20839.0,20941.0,11255.0
2017-05-04 20:00:00,20942.0,20944.0,20914.0,20932.0,1071.0
2017-05-05 00:00:00,20934.0,20935.0,20876.0,20880.0,2413.0
2017-05-05 04:00:00,20881.0,20923.0,20875.0,20916.0,2739.0
2017-05-05 08:00:00,20916.0,20933.0,20910.0,20918.0,1453.0
2017-05-05 12:00:00,20918.0,20949.0,20898.0,20942.0,4938.0
2017-05-05 16:00:00,20941.0,20999.0,20910.0,20999.0,2869.0
2017-05-05 20:00:00,20998.0,21034.0,20996.0,21028.0,566.0
2017-05-07 20:00:00,21056.0,21058.0,20996.0,21004.0,1243.0
2017-05-08 00:00:00,21003.0,21017.0,20984.0,21012.0,1443.0
2017-05-08 04:00:00,21013.0,21017.0,20962.0,20972.0,1932.0
2017-05-08 08:00:00,20971.0,20997.0,20956.0,20984.0,1856.0
2017-05-08 12:00:00,20983.0,21007.0,20964.0,20987.0,4537.0
2017-05-08 16:00:00,20988.0,21012.0,20978.0,21001.0,2384.0
2017-05-08 20:00:00,20999.0,21006.0,20988.0,20999.0,727.0
2017-05-09 00:00:00,20999.0,20999.0,20982.0,20990.0,1176.0
2017-05-09 04:00:00,20991.0,21013.0,20982.0,21003.0,1540.0
2017-05-09 08:00:00,21002.0,21029.0,20998.0,21024.0,1355.0
2017-05-09 12:00:00,21025.0,21041.0,20995.0,21015.0,2784.0
2017-05-09 16:00:00,21016.0,21018.0,20935.0,20974.0,1432.0
2017-05-09 20:00:00,20973.0,20975.0,20946.0,20946.0,246.0
2017-05-10 04:00:00,20910.0,20927.0,20902.0,20904.0,331.0
2017-05-10 08:00:00,20903.0,20907.0,20892.0,20904.0,845.0
2017-05-10 12:00:00,20903.0,20975.0,20900.0,20952.0,1497.0
2017-05-10 16:00:00,20952.0,20963.0,20883.0,20939.0,1322.0
2017-05-10 20:00:00,20941.0,20942.0,20925.0,20927.0,179.0
2017-05-11 04:00:00,20922.0,20924.0,20909.0,20914.0,316.0
2017-05-11 08:00:00,20914.0,20918.0,20883.0,20890.0,881.0
2017-05-11 12:00:00,20889.0,20916.0,20796.0,20856.0,2048.0
2017-05-11 16:00:00,20857.0,20929.0,20857.0,20914.0,1420.0
2017-05-11 20:00:00,20913.0,20920.0,20898.0,20903.0,155.0
2017-05-12 04:00:00,20884.0,20888.0,20863.0,20867.0,392.0
2017-05-12 08:00:00,20866.0,20894.0,20863.0,20882.0,1003.0
2017-05-12 12:00:00,20881.0,20916.0,20870.0,20895.0,1717.0
2017-05-12 16:00:00,20896.0,20896.0,20871.0,20891.0,1167.0
2017-05-12 20:00:00,20890.0,20899.0,20880.0,20886.0,160.0
2017-05-15 04:00:00,20941.0,20953.0,20932.0,20944.0,347.0
2017-05-15 08:00:00,20944.0,20945.0,20904.0,20927.0,917.0
2017-05-15 12:00:00,20927.0,20986.0,20926.0,20973.0,1224.0
2017-05-15 16:00:00,20972.0,21000.0,20966.0,20978.0,934.0
2017-05-15 20:00:00,20981.0,20987.0,20961.0,20984.0,199.0
2017-05-16 04:00:00,20968.0,20978.0,20963.0,20977.0,298.0
2017-05-16 08:00:00,20977.0,21013.0,20964.0,21008.0,969.0
2017-05-16 12:00:00,21008.0,21031.0,20931.0,20995.0,1556.0
2017-05-16 16:00:00,20995.0,21001.0,20962.0,20978.0,1255.0
2017-05-16 20:00:00,20977.0,20980.0,20967.0,20975.0,132.0
2017-05-17 04:00:00,20843.0,20859.0,20832.0,20851.0,441.0
2017-05-17 08:00:00,20851.0,20882.0,20835.0,20872.0,1124.0
2017-05-17 12:00:00,20871.0,20872.0,20693.0,20741.0,2557.0
